sales_id;year;release_date;title;genre;international_box_office;domestic_box_office;worldwide_box_office
27104;2019;April 26th;SIFIR: Etkisiz Eleman;Comedy;9477;n/a;9477
27105;2019;April 26th;The Secret of Carlos Castaneda;Documentary;10626;n/a;10626
27106;2019;May 3rd;Xue Bao;Thriller/Suspense;4066011;74491;4140502
27107;2019;April 26th;Pond Life;Drama;31883;n/a;31883
27108;2019;April 26th;Staatsoper Berlin: Macbeth;Concert/Performance;9598;n/a;9598
27109;2019;April 26th;Queen of Diamonds;Drama;;n/a;
27110;2019;April 26th;Royal Opera House: Faust;Concert/Performance;518617;n/a;518617
27111;2019;April 26th;Phoenix, Oregon;Comedy;;41111;
27112;2019;April 26th;Out of Crimes;Drama;22337;n/a;22337
27113;2019;April 26th;Oru Yamandan Prema Kadha;Multiple Genres;9138;n/a;9138
27114;2019;April 26th;Nadhoo Kha'n;Drama;7221;n/a;7221
27115;2019;April 26th;Menina;Drama;13965;n/a;13965
27116;2019;April 26th;La pequeÃƒÂ±a Suiza;Comedy;821503;n/a;821503
27117;2020;July 2nd;White Riot;Documentary;185528;n/a;185528
27118;2020;December 10th;Bik Eneich: Un Fils;Drama;90446;n/a;90446
27119;2020;July 1st;Sorikkun;Drama;554537;n/a;554537
27120;2019;April 26th;Mais vous ÃƒÂªtes fous;Drama;715999;n/a;715999
27121;2020;July 2nd;Adam;Drama;428811;n/a;428811
27122;2020;June 30th;Zan;Action;;n/a;
27123;2020;July 1st;Les parfums;Comedy;2699416;n/a;2699416
27124;2020;June 28th;Skyman;Drama;;n/a;
27125;2020;June 26th;The Transcendents;Thriller/Suspense;;2041;
27126;2020;June 26th;Stamping Ground;Documentary;19448;n/a;19448
27127;2020;June 26th;SonhÃƒÂ¡mos Um PaÃƒÂ­s;Documentary;297;n/a;297
27128;2020;July 1st;Un figlio di nome Erasmus;Comedy;8078;n/a;8078
27129;2020;June 26th;Si muore solo da vivi;Drama;23732;n/a;23732
27130;2020;June 26th;Santikhiri Sonata;Drama;28;n/a;28
27131;2020;June 26th;Il Regno;Comedy;2880;n/a;2880
27132;2020;June 26th;Se un giorno tornerai;;5954;n/a;5954
27133;2020;June 26th;Nova Lituania;Documentary;72865;n/a;72865
27134;2020;March 14th;Met Opera: Der Fliegende Hollander;Concert/Performance;11044;n/a;11044
27135;2020;June 26th;Jungle Beat: The Movie;Adventure;134849;n/a;134849
27136;2020;June 26th;No Small Matter;Documentary;;n/a;
27137;2020;June 26th;Irresistible;Comedy;338763;n/a;338763
27138;2020;June 26th;Homewrecker;Comedy;;n/a;
27139;2021;October 1st;The Many Saints of Newark;Drama;4494636;8237403;12732039
27140;2020;December 17th;The Legend of the Five;Adventure;115423;n/a;115423
27141;2021;September 24th;Man in the Field: The Life and Art of Jim Denevan;Documentary;;n/a;
27142;2021;September 24th;Maixabel;Drama;3192670;n/a;3192670
27143;2021;September 24th;The Guilty;Thriller/Suspense;;n/a;
27144;2021;September 24th;Kolej RÃƒÂ¼yasÃ„Â±: Lise GÃƒÂ¼nlÃƒÂ¼kleri;Drama;28414;n/a;28414
27145;2021;September 24th;East of the Mountains;Drama;;n/a;
27146;2021;September 24th;Dear Evan Hansen;Musical;2487031;15002646;17489677
27147;2021;September 24th;Complet Necunoscuti;Drama;88646;n/a;88646
27148;2021;September 24th;Commander Wang Liang;Drama;420000;n/a;420000
27149;2021;September 24th;Fecr;Thriller/Suspense;3469;n/a;3469
27150;2021;September 24th;Bir Nefes Daha;Drama;6331;n/a;6331
27151;2021;September 24th;Apache Junction;Western;;n/a;
27152;2021;September 24th;Claret;Drama;78945;n/a;78945
27153;2021;September 24th;Akif;Drama;1170329;n/a;1170329
27154;2021;September 23rd;Tre piani;Drama;2493799;n/a;2493799
27155;2021;September 23rd;A Stasi Comedy;Comedy;;n/a;
27156;2021;September 23rd;Sidonia no kishi: Ai tsumugu hoshi;Action;4408;n/a;4408
27157;2021;September 23rd;Time is Up;Drama;236633;n/a;236633
27158;2021;September 23rd;Qismat 2;Drama;439920;n/a;439920
27159;2021;September 23rd;Schachnovelle;Drama;51318;n/a;51318
27160;2021;September 24th;Casa cu pÃ„Æ’puÃˆâ„¢i;Documentary;2817;n/a;2817
27161;2021;September 23rd;Mayberry Man;Comedy;;n/a;
27162;2021;September 23rd;Moloko;Drama;66055;n/a;66055
27163;2019;April 26th;JT LeRoy;Drama;18441;n/a;18441
27164;2019;April 26th;If the Dancer Dances;Documentary;;10912;
27165;2019;April 26th;I Trapped the Devil;Horror;;n/a;
27166;2019;April 26th;Hesburgh;Documentary;;204709;
27167;2019;April 26th;The Invocation of Enver Simaku;Horror;781;n/a;781
27168;2021;September 23rd;Manhattan Short 2021;Multiple Genres;31409;n/a;31409
27169;2019;April 26th;Dirty God;Drama;205921;n/a;205921
27170;2019;April 26th;Hasbihal;Comedy;1123;n/a;1123
27171;2019;April 26th;Haimen Depths;Drama;45804;n/a;45804
27172;2019;April 26th;Demon Eye;Horror;23086;n/a;23086
27173;2019;April 26th;Dead Horse Nebula;Drama;1231;n/a;1231
27174;2019;April 26th;Celeste;Multiple Genres;12406;n/a;12406
27175;2019;August 16th;BuÃƒÂ±uel En El Laberinto De Las Tortugas;Drama;147887;36205;184092
27176;2019;April 26th;Azul Siquier;Documentary;31;n/a;31
27177;2019;April 26th;Body at Brighton Rock;Thriller/Suspense;;5123;
27178;2019;April 26th;L'adieu ÃƒÂ  la nuit;Drama;2069695;n/a;2069695
27179;2019;April 25th;Varavva;Drama;109275;n/a;109275
27180;2019;April 26th;The Dig;Thriller/Suspense;23815;n/a;23815
27181;2019;April 24th;Sprinter;Drama;11632;n/a;11632
27182;2019;April 25th;Samurai Architect Tadao Ando;Documentary;241398;n/a;241398
27183;2019;April 24th;Retina;Thriller/Suspense;41280;n/a;41280
27184;2019;April 24th;Carmine Street Guitars;Documentary;;44253;
27185;2019;April 25th;Bbororo Geukjangpan Bomulseom Daemoheom;Adventure;5042149;n/a;5042149
27186;2019;May 17th;The Unseen;Thriller/Suspense;31306;n/a;31306
27187;2020;June 26th;The Demon Inside;Horror;949386;n/a;949386
27188;2020;June 26th;All I Can Say;Documentary;;n/a;
27189;2020;June 25th;Takeover;Comedy;1329075;n/a;1329075
27190;2020;June 26th;La cinta de Alex;Drama;18303;n/a;18303
27191;2020;June 26th;100% Wolf;Adventure;8147142;n/a;8147142
27192;2020;June 26th;Un Film Dramatique;Documentary;73;n/a;73
27193;2020;August 27th;Meine Freundin Conni Ã¢â‚¬â€ Geheimnis um Kater Mau;Adventure;2594206;n/a;2594206
27194;2020;June 25th;Gimilseongeui aideul;Documentary;5380;n/a;5380
27195;2020;June 25th;Brot;Documentary;;n/a;
27196;2020;July 31st;Summerland;Drama;1060507;58434;1118941
27197;2020;June 22nd;Wu Xia 2 the Code;Action;31326;n/a;31326
27198;2020;June 24th;#salaissda;Drama;13450193;n/a;13450193
27199;2020;June 21st;Victoria Northern Ballet;Concert/Performance;132069;n/a;132069
27200;2020;June 20th;Queen of the Capital;Documentary;;1269;
27201;2020;June 19th;Yokogao;Drama;;n/a;
27202;2020;June 19th;Suiyoubi ga Kieta;;1390871;n/a;1390871
27203;2020;June 19th;Runner;Documentary;;n/a;
27204;2020;June 19th;Run With The Hunted;Action;862;n/a;862
27205;2020;June 19th;Queen of Lapa;Documentary;;n/a;
27206;2020;June 20th;Dimmi chi sono;Musical;;n/a;
27207;2021;September 23rd;Love Story;Drama;137242;n/a;137242
27208;2021;September 23rd;Ivan Denisovich;Drama;98731;n/a;98731
27209;2021;September 23rd;Il buco;Drama;94827;n/a;94827
27210;2021;September 23rd;DjÃƒÂ¤kamirr: Caretaker of Pregnancy and Birth;Documentary;61;n/a;61
27211;2021;September 23rd;Dianas bryllup;Romantic Comedy;14978;n/a;14978
27212;2021;September 22nd;The Village Detective: a song Cycle;Documentary;;2839;
27213;2021;September 22nd;My Little Pony: A New Generation;Adventure;1518084;n/a;1518084
27214;2021;September 23rd;Jongchakyeok;Adventure;27144;n/a;27144
27215;2021;September 19th;Wo De Qingchun You Ge Ni;Romantic Comedy;9730000;n/a;9730000
27216;2021;September 19th;Ri Chang Huan Xiang Zhi Nan;Romantic Comedy;3830000;n/a;3830000
27217;2021;April 8th;a-ha: The Movie;Documentary;28208;n/a;28208
27218;2021;September 19th;Tan Tan Mao Mermaid Princess;Adventure;860000;n/a;860000
27219;2021;September 19th;The Guardian of Youth;Drama;2580000;n/a;2580000
27220;2021;September 19th;Gou Guo Ding Li;Comedy;;n/a;
27221;2021;September 17th;Tesciowie;Drama;90332;n/a;90332
27222;2021;September 17th;Ternet Ninja 2;Adventure;86543;n/a;86543
27223;2021;September 23rd;Benvenuti in casa Esposito;Comedy;148952;n/a;148952
27224;2021;September 17th;The Story of Looking;Documentary;10409;n/a;10409
27225;2021;September 17th;Storm Lake;Documentary;;13028;
27226;2021;September 17th;Sevillanas de Brooklyn;Comedy;126474;n/a;126474
27227;2021;September 17th;Small World;Action;147973;n/a;147973
27228;2019;April 22nd;Bright Ones;Musical;;n/a;
27229;2021;September 17th;PeredÃ„ï¿½utÃ…Â¥a;Drama;1420;n/a;1420
27230;2019;April 20th;Gou Yan Kan Ren Xin;Comedy;2704326;n/a;2704326
27231;2019;April 26th;Avengers: Endgame;Action;1939427564;858373000;2797800564
27232;2019;April 19th;Vellai Pookkal;Thriller/Suspense;4131;n/a;4131
27233;2019;April 19th;Zhuan Xing Tan Huo;Comedy;2415054;n/a;2415054
27234;2019;April 19th;The World We Make;Drama;;n/a;
27235;2021;September 17th;RomÃƒÂ¢nia sÃ„Æ’lbaticÃ„Æ’;Documentary;83162;n/a;83162
27236;2019;April 19th;Svideteli Putina;Documentary;2158;n/a;2158
27237;2019;April 19th;Twice the Dream;Drama;;n/a;
27238;2019;April 19th;Stuck;Musical;;n/a;
27239;2019;April 19th;Shongram;Drama;2195;n/a;2195
27240;2019;April 19th;The Road To Hippie;Comedy;223188;n/a;223188
27241;2019;April 19th;Ru Ying Sui Xin;Drama;3493631;n/a;3493631
27242;2019;April 19th;Saf;Drama;8032;n/a;8032
27243;2019;April 19th;Quero-te Tanto!;Comedy;70219;n/a;70219
27244;2020;June 19th;Quarantine Cat Film Fest;Documentary;;20000;
27245;2019;April 19th;Raoul Taburin;Comedy;1218286;n/a;1218286
27246;2020;June 19th;Miss Juneteenth;Drama;38355;n/a;38355
27247;2020;June 19th;Followed;Horror;;538179;
27248;2019;April 19th;The Prado Museum: A Collection of Wonders;Documentary;681952;n/a;681952
27249;2019;April 19th;Rapiscimi;Adventure;7086;n/a;7086
27250;2020;June 19th;FiertÃƒÂ©s;Drama;;n/a;
27251;2020;June 19th;Feel the Beat;Drama;207678;n/a;207678
27252;2020;June 19th;Howaito rirÃƒÂ®;Drama;319;n/a;319
27253;2020;June 19th;The Distance Between Me and Me;Documentary;1341292;n/a;1341292
27254;2020;June 19th;Damashie No Kiba;Drama;3391799;n/a;3391799
27255;2020;June 19th;Creating a Character: The Moni Yakim Legacy;Documentary;;n/a;
27256;2020;June 19th;Babyteeth;Drama;1151366;4507;1155873
27257;2020;June 19th;Brock: Over the Top;Documentary;20897;n/a;20897
27258;2020;June 18th;Yaguseonyeo;Drama;262280;n/a;262280
27259;2020;June 18th;Sarajin sigan;Drama;1383598;n/a;1383598
27260;2020;June 18th;Jeineui sseommeo;Drama;9711;n/a;9711
27261;2020;June 18th;Klyatva;Drama;;n/a;
27262;2020;June 18th;Machine;Romantic Comedy;3853;n/a;3853
27263;2020;June 18th;Gipsy Queen;Drama;;n/a;
27264;2020;June 18th;Badaro Kaja;Documentary;2670;n/a;2670
27265;2020;June 18th;Buio;Drama;1675;n/a;1675
27266;2020;June 17th;Freiheit;Drama;669;n/a;669
27267;2020;June 16th;Vampire Dad;Comedy;;n/a;
27268;2020;June 17th;143 rue du dÃƒÂ©sert;Documentary;129;n/a;129
27269;2021;September 17th;Los Palomos;Comedy;396;n/a;396
27270;2021;September 23rd;Oasis Knebworth 1996;Documentary;1049700;n/a;1049700
27271;2021;September 17th;Masquerade Night;Drama;6283780;n/a;6283780
27272;2021;September 17th;My Name Is Pauli Murray;Documentary;;n/a;
27273;2021;September 17th;Live at Mister KellyÃ¢â‚¬â„¢s;Documentary;;n/a;
27274;2021;September 17th;MartanskÃƒÂ© lode;Drama;8621;n/a;8621
27275;2021;September 17th;Last Night in Rozzie;Drama;;n/a;
27276;2021;September 17th;Lady Of The Manor;Comedy;;n/a;
27277;2021;September 17th;KaÃ…Â¾dÃƒÂ¡ minuta Ã…Â¾ivota;Documentary;1345;n/a;1345
27278;2021;September 17th;In BalanchineÃ¢â‚¬â„¢s Classroom;Documentary;;76650;
27279;2021;September 17th;Free! the Final Stroke;;1353684;n/a;1353684
27280;2021;September 17th;I Am Not Alone;Documentary;;n/a;
27281;2021;September 16th;Eating Our Way to Extinction;Documentary;2768;n/a;2768
27282;2021;September 17th;Dracula on Holiday;Comedy;247;n/a;247
27283;2021;September 17th;Dark Web: Descent Into Hell;Horror;4808;n/a;4808
27284;2021;September 17th;Las consecuencias;Drama;28435;n/a;28435
27285;2021;September 17th;Civil War;Documentary;;n/a;
27286;2021;September 17th;The Eyes of Tammy Faye;Drama;239840;2404127;2643967
27287;2021;September 17th;Kimetsu Orchestra Concert;Musical;4798;n/a;4798
27288;2021;September 17th;Collection;Thriller/Suspense;;n/a;
27289;2021;September 17th;El club del paro;Comedy;61709;n/a;61709
27290;2021;September 17th;La Cha Cha;;23159;n/a;23159
27291;2019;April 19th;O Is Bende;Comedy;26406;n/a;26406
27292;2019;April 19th;Meteler;Drama;32519;n/a;32519
27293;2019;April 19th;Little Woods;Western;21900;150010;171910
27294;2019;August 16th;Kingudamu;Drama;50573876;n/a;50573876
27295;2019;April 19th;Just a Gigolo;Comedy;2549025;n/a;2549025
27296;2019;April 19th;Jersey;Drama;147455;n/a;147455
27297;2019;April 19th;KuklalÃ„Â± KÃƒÂ¶Ã…Å¸k;Comedy;333825;n/a;333825
27298;2019;April 19th;Kanchana 3;Horror;59691;n/a;59691
27299;2019;April 19th;IÃ…Â¡gyventi vasarÃ„â€¦;Drama;157055;n/a;157055
27300;2019;April 19th;His FatherÃ¢â‚¬â„¢s Voice;Drama;;n/a;
27301;2019;April 19th;Hello Kitty;Adventure;61487;n/a;61487
27302;2019;April 19th;Hayatta Olmaz;Comedy;30746;n/a;30746
27303;2019;April 19th;Hello Beijing;Documentary;16915;n/a;16915
27304;2019;April 19th;The Grizzlies;Drama;49867;650565;700432
27305;2019;April 19th;High on the Hog;Action;;45599;
27306;2019;April 19th;Family;Drama;;196322;
27307;2019;June 11th;Gekijoban Hibike! Euphonium: Chikai no Finale;Musical;2312689;n/a;2312689
27308;2019;April 19th;Finding Julia;Drama;;n/a;
27309;2019;April 19th;Fast Color;Thriller/Suspense;;76916;
27310;2019;April 19th;Familia Blondina;Comedy;1623;n/a;1623
27311;2019;June 5th;Der Fall Collini;Drama;6851235;n/a;6851235
27312;2020;June 15th;The Manson Family Massacre;Horror;30334;n/a;30334
27313;2020;June 15th;7 ore per farti innamorare;Comedy;3757;n/a;3757
27314;2019;April 19th;Daddy Issues;Drama;;n/a;
27315;2020;June 12th;Tornare;Thriller/Suspense;10056;n/a;10056
27316;2020;June 12th;The Surrogate;Drama;1988;n/a;1988
27317;2020;June 12th;Shinigami: The Death Handler;;294271;n/a;294271
27318;2020;June 12th;PsÃƒÂ­ lÃƒÂ¡ska;Documentary;1727;n/a;1727
27319;2020;June 12th;Love Sarah;Comedy;1349492;n/a;1349492
27320;2020;June 12th;ja-yu-eui eon-deok;Drama;;n/a;
27321;2020;June 12th;Infamous;Action;17436;429148;446584
27322;2020;June 12th;Rundfunk: Jachterwachter;Comedy;999642;n/a;999642
27323;2020;June 12th;The Short History of the Long Road;Drama;;n/a;
27324;2020;June 4th;Favolacce;Drama;203180;n/a;203180
27325;2020;June 12th;Chhalaang;Comedy;;n/a;
27326;2020;June 12th;BourÃƒÂ¡k;Comedy;368762;n/a;368762
27327;2020;June 12th;Aviva;Drama;;n/a;
27328;2020;June 12th;For They Know Not What They Do;Documentary;;n/a;
27329;2020;June 11th;Sunburned;Drama;;n/a;
27330;2020;June 11th;My Prince Edward;Drama;631774;n/a;631774
27331;2020;June 10th;The Longest Wave;Documentary;29643;n/a;29643
27332;2020;June 11th;Low Season;Comedy;140718;n/a;140718
27333;2020;June 10th;Unsubscribe;;;25488;
27334;2021;September 17th;CÃƒÂ¢mp de maci;Drama;4968;n/a;4968
27335;2021;September 17th;A Brixton Tale;Drama;12007;n/a;12007
27336;2021;September 17th;Billy;Documentary;4576;n/a;4576
27337;2020;June 10th;Gyeolbaek;Drama;6758065;n/a;6758065
27338;2021;September 17th;Azubel;Horror;8800;n/a;8800
27339;2021;September 17th;Boris Karloff: The Man Behind the Monster;Documentary;;n/a;
27340;2020;June 10th;Eyes on Me: The Movie;Concert/Performance;672583;n/a;672583
27341;2021;September 17th;The 11th Beijing International Film Festival;Multiple Genres;870000;n/a;870000
27342;2021;September 16th;Yeonghwa geori;Comedy;16871;n/a;16871
27343;2021;September 17th;Amaci Olmayan Grup;Comedy;49067;n/a;49067
27344;2021;September 16th;Tutankhamun: The Last Exhibition;Documentary;29;n/a;29
27345;2021;September 16th;Palazzo Di Cozzo;Documentary;52484;n/a;52484
27346;2021;September 17th;The Nowhere Inn;Comedy;5738;54094;59832
27347;2021;September 16th;Mein Sohn;Comedy;;n/a;
27348;2021;December 17th;Margrete den fÃƒÂ¸rste;Drama;26170;n/a;26170
27349;2021;September 16th;Il silenzio grande;Comedy;111747;n/a;111747
27350;2021;September 16th;Thana Sadar;Action;19021;n/a;19021
27351;2021;September 16th;Kodiyil Oruvan;Documentary;870;n/a;870
27352;2021;September 16th;Fly;Drama;;n/a;
27353;2021;September 16th;Gully Rowdy;Comedy;425;n/a;425
27354;2021;September 16th;Un Disfraz para Nicolas;Adventure;14300;n/a;14300
27355;2021;September 16th;A legjobb dolgokon bÃ…â€˜gni kell;Comedy;1792;n/a;1792
27356;2021;September 16th;The Children in the Pictures;Documentary;6133;n/a;6133
27357;2019;April 19th;Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi;Adventure;18321683;n/a;18321683
27358;2021;September 16th;FiksiKINO. Big Change;Adventure;70753;n/a;70753
27359;2019;April 19th;Catching Sight of Thelma & Louise;Documentary;;n/a;
27360;2021;September 17th;Cry Macho;Drama;4398328;10310734;14709062
27361;2019;April 19th;Bikes;Adventure;391887;n/a;391887
27362;2019;April 19th;Bei Dou Feng Yun;Drama;2759;n/a;2759
27363;2019;April 19th;Baantjer het begin;Drama;1736144;n/a;1736144
27364;2019;April 19th;El Complot Mongol;Thriller/Suspense;985589;n/a;985589
27365;2019;April 19th;Ai Ga Nanda;Drama;1402159;n/a;1402159
27366;2019;April 18th;Nomuhyeongwa Babodeul;Documentary;143187;n/a;143187
27367;2019;April 19th;Breeze on the Lingding Ocean;Drama;9144;n/a;9144
27368;2019;April 18th;Milliard;Thriller/Suspense;6472160;n/a;6472160
27369;2019;April 18th;Ma cosa ci dice il cervello;Comedy;11227421;n/a;11227421
27370;2019;April 18th;Keuge Doil Nom;Drama;664660;n/a;664660
27371;2019;April 18th;Byutipul Maindeu;Documentary;55845;n/a;55845
27372;2019;July 23rd;Gekijouban Danjon ni Deai o Motomeru no wa Machigatteiru Daro ka: Orion no Ya;Adventure;75865;n/a;75865
27373;2019;April 18th;Il campione;Drama;2235156;n/a;2235156
27374;2019;April 17th;Watching;Thriller/Suspense;392503;n/a;392503
27375;2019;April 17th;LÃ¢â‚¬â„¢ÃƒÂ©poque;Documentary;;n/a;
27376;2019;April 18th;Rifftrax Live: Octaman;Comedy;;n/a;
27377;2019;April 17th;Hail Satan?;Documentary;43011;424284;467295
27378;2019;April 17th;Dasi, Bom;Drama;197893;n/a;197893
27379;2019;April 19th;The Curse of La Llorona;Horror;68400000;54733739;123133739
27380;2019;April 17th;Penguins;Documentary;;7699452;
27381;2019;April 14th;Golden Mask: Cherry Orchard;Concert/Performance;53223;n/a;53223
27382;2019;April 16th;The Samaritans;Horror;;n/a;
27383;2020;June 10th;Deullinayo?;Documentary;32149;n/a;32149
27384;2020;June 5th;Das Vorspiel;Drama;23341;n/a;23341
27385;2020;June 8th;A Wakefield Project;Horror;15772;n/a;15772
27386;2019;April 15th;Bali: Beats of Paradise;Documentary;8876;n/a;8876
27387;2020;June 5th;Tommaso;Drama;;n/a;
27388;2020;June 5th;SHEPHERD: The Story of a Jewish Dog;Drama;;n/a;
27389;2020;June 5th;Ursula von Rydingsvard: Into Her Own;Documentary;;n/a;
27390;2020;June 5th;Shirley;Thriller/Suspense;308898;n/a;308898
27391;2020;November 20th;Hearts and Bones;Drama;96750;n/a;96750
27392;2020;June 5th;The Fox Hunter;Comedy;;1577;
27393;2020;June 5th;Parkland Rising;Documentary;;n/a;
27394;2020;June 5th;Mighty Oak;Comedy;;n/a;
27395;2020;June 5th;Dreamland;Black Comedy;;n/a;
27396;2020;June 4th;Undine;Drama;1209618;79174;1288792
27397;2020;June 4th;DrÃƒÂ¸mmebyggerne;Adventure;3994827;n/a;3994827
27398;2020;June 5th;Becky;Thriller/Suspense;60345;1002852;1063197
27399;2020;June 4th;Chimibja;Thriller/Suspense;3999690;n/a;3999690
27400;2020;May 29th;Max Winslow and the House of Secrets;Thriller/Suspense;58267;31252;89519
27401;2020;May 29th;Gukdogeukjang;Drama;4524;n/a;4524
27402;2020;May 29th;Filles de joie;Drama;195992;n/a;195992
27403;2020;June 4th;La Palma;Comedy;;n/a;
27404;2020;June 4th;Peurangseuyeoja;Documentary;126945;n/a;126945
27405;2020;May 28th;Lauf Junge lauf;Drama;17041;n/a;17041
27406;2021;September 16th;Ancora piÃƒÂ¹ bello;Romantic Comedy;250998;n/a;250998
27407;2021;September 15th;Pourris gÃƒÂ¢tÃƒÂ©s;Comedy;1107122;n/a;1107122
27408;2021;September 15th;LÃ¢â‚¬â„¢origine du monde;Comedy;800449;n/a;800449
27409;2020;May 28th;Mestari Cheng;Comedy;838706;n/a;838706
